MachineKey,StoreKey,MachineType,MachineName,MachineDescription,VendorName,MachineOS,MachineSource,MachineHardware,MachineSoftware,Status,ServiceStartDate,DecommissionDate,LastModifiedDate
6322,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
6323,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6324,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
6325,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6326,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
6327,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
6328,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
6329,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-06 00:00:00.000
6330,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
6331,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-06 00:00:00.000
6332,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-07-06 00:00:00.000
6333,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
6334,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
6335,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
6336,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
6337,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-07-06 00:00:00.000
6338,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
6339,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
6340,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
6341,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
6342,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6343,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
6344,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6345,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
6346,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
6347,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6348,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
6349,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6350,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
6351,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
6352,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6353,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
6354,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-06-16 00:00:00.000
6355,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-06-17 00:00:00.000
6356,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-06-18 00:00:00.000
6357,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
6358,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-06 00:00:00.000
6359,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
6360,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-06 00:00:00.000
6361,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-07-06 00:00:00.000
6362,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
6363,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
6364,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
6365,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
6366,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-18 00:00:00.000,2009-07-06 00:00:00.000
6367,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-06 00:00:00.000
6368,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-17 00:00:00.000,2009-07-10 00:00:00.000
6369,306,HUB01,A. Datum Corporation DUB-H7 High Speed USB 2.0 7-Port Hub,PC and Mac Compatible; Up to 40 Times Faster than USB 1.1,A. Datum Corporation,UNKNOWN,Online Data Center,7-Port (each port can be used as either an RJ-45 10/100 port),UNKNOWN,Used,2004-08-25 00:00:00.000,2012-06-16 00:00:00.000,2009-07-10 00:00:00.000
6370,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6371,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6372,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6373,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6374,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6375,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6376,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6377,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6378,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6379,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6380,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6381,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6382,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6383,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6384,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6385,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6386,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6387,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6388,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6389,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6390,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6391,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6392,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6393,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6394,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6395,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6396,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6397,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
6398,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
6399,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
6400,307,WSR01,Fabrikam NAS Web Server,4GB DDR2 Memory; 250GB Hard Drives; Windows 2003 Web Server,"Fabrikam, Inc.",Windows Server 2003,Online Data Center,4GB DDR2 Memory; 250GB Hard Drives,Windows Server 2003,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
